Postal Code,Area,District,Latitude,Longitude
60024,Demataluwa,Kurunegala,7.521900,80.289800
60025,Ithanawatta,Kurunegala,7.447800,80.347500
60027,Boyagane,Kurunegala,7.450100,80.341500
60028,Kohilagedara,Kurunegala,7.414100,80.365900
60029,Kosgolla,Kurunegala,7.405200,80.392700
60034,Hindagolla,Kurunegala,7.484000,80.411800
60036,Ambakote,Kurunegala,7.492000,80.453200
60038,Morathiha,Kurunegala,7.507300,80.487500
60040,Ridigama,Kurunegala,7.547300,80.496300
60044,Delwite,Kurunegala,7.510200,80.521100
60045,Iriyagolla,Kurunegala,7.473100,80.545800
60047,Alawatuwala,Kurunegala,7.510200,80.521100
60052,Panagamuwa,Kurunegala,7.555100,80.457700
60053,Pihimbuwa,Kurunegala,7.460700,80.517100
60054,Kanadeniyawala,Kurunegala,7.438200,80.541000
60058,Pilessa,Kurunegala,7.454600,80.414100
60060,Mawathagama,Kurunegala,7.408600,80.309100
60062,Kahapathwala,Kurunegala,7.293400,80.455700
60064,Inguruwatta,Kurunegala,7.178300,80.602300
60066,Meetanwala,Kurunegala,7.293400,80.455700
60072,Puswelitenna,Kurunegala,7.374600,80.366400
60074,Anhandiya,Kurunegala,7.262000,80.265100
60076,Buluwala,Kurunegala,7.487300,80.467600
60080,Weuda,Kurunegala,7.410400,80.481400
60094,Uhumiya,Kurunegala,7.463000,80.292400
60096,Kalugamuwa,Kurunegala,7.449800,80.261400
60100,Narammala,Kurunegala,7.433700,80.197100
60106,Karagahagedara,Kurunegala,7.499600,80.054800
60107,Bogamulla,Kurunegala,7.466600,80.126000
60108,Lonahettiya,Kurunegala,7.466600,80.126000
60112,Pahamune,Kurunegala,7.477400,80.196100
60121,Metiyagane,Kurunegala,7.397200,80.174500
60122,Muruthenge,Kurunegala,7.397200,80.174500
60130,Dambadeniya,Kurunegala,7.363300,80.165300
60135,Ihala Katugampala,Kurunegala,7.363300,80.165300
60140,Giriulla,Kurunegala,7.321100,80.123500
60152,Narangoda,Kurunegala,7.375300,80.081300
60155,Bopitiya,Kurunegala,7.319100,80.082400
60156,Elibichchiya,Kurunegala,7.314600,80.051600
60160,Pannala,Kurunegala,7.333000,80.032900
60162,Labbala,Kurunegala,7.342300,80.079000
60170,Gonawila,Kurunegala,7.320400,79.997400
60174,Daraluwa,Kurunegala,7.357300,79.982900
60176,Sandalankawa,Kurunegala,7.338900,79.990100
60181,Horambawa,Kurunegala,7.447500,80.181900
60182,Alahitiyawa,Kurunegala,7.474100,80.170900
60183,Kekunagolla,Kurunegala,7.493900,80.169700
60184,Kirimetiyawa,Kurunegala,7.510400,80.136000
60186,Nakkawatta,Kurunegala,7.454100,80.135800
60188,Kithalawa,Kurunegala,7.476000,80.158900
60195,Wewagama,Kurunegala,7.416700,80.100000
60198,Walakumburumulla,Kurunegala,7.421700,80.011900
60200,Kuliyapitiya,Kurunegala,7.468800,80.040100
60202,Yakwila,Kurunegala,7.384300,80.035500
60204,Wadumunnegedara,Kurunegala,7.407300,79.973100
60206,Welpalla,Kurunegala,7.437400,80.055400
60208,Thalahitimulla,Kurunegala,7.428000,80.019400
60209,Madakumburumulla,Kurunegala,7.442000,79.993000
60211,Ihala Gomugomuwa,Kurunegala,7.513500,80.075400
60212,Kirindawa,Kurunegala,7.498200,80.097700
60214,Anukkane,Kurunegala,7.501300,80.112300
60218,Munamaldeniya,Kurunegala,7.546900,80.065200
60221,Magulagama,Kurunegala,7.541300,80.094100
60226,Nagollagoda,Kurunegala,7.525500,80.064300
60227,Tharana Udawela,Kurunegala,7.525500,80.064300
60228,Deegalla,Kurunegala,7.509700,80.034600
60232,llukhena,Kurunegala,7.547700,79.979700
60236,Padiwela,Kurunegala,7.547700,79.979700
60238,lhala Kadigamuwa,Kurunegala,7.547700,79.979700
60240,Welipennagahamulla,Kurunegala,7.432800,79.925300
60250,Udubaddawa,Kurunegala,7.475900,79.965500
60260,Dummalasuriya,Kurunegala,7.489300,79.892500
60262,Watuwatta,Kurunegala,7.524100,79.919300
60266,Etungahakotuwa,Kurunegala,7.520900,79.971600
60280,Alawwa,Kurunegala,7.297100,80.234300
60284,Wennoruwa,Kurunegala,7.364600,80.218300
60286,Maharachchimulla,Kurunegala,7.343400,80.208200
60288,Keppitiwalana,Kurunegala,7.326000,80.182100
60291,Bujjomuwa,Kurunegala,7.455800,80.051100
60292,Nawatalwatta,Kurunegala,7.455800,80.051100
60300,Polgahawela,Kurunegala,7.338100,80.300300
60304,Metikumbura,Kurunegala,7.359000,80.313900
60306,Talawattegedara,Kurunegala,7.381600,80.298900
60308,Aragoda,Kurunegala,7.357300,80.342500
60312,Panaliya,Kurunegala,7.339100,80.335000
60314,Yatigaloluwa,Kurunegala,7.331500,80.263300
60318,Wadakada,Kurunegala,7.399000,80.264100
60330,Pothuhera,Kurunegala,7.421400,80.330300
60344,Maspotha,Kurunegala,7.866700,80.216700
60347,Bamunukotuwa,Kurunegala,7.866700,80.216700
60348,Panadaragama,Kurunegala,7.866700,80.216700
60350,Katupota,Kurunegala,7.537000,80.189900
60354,Moragane,Kurunegala,7.550100,80.140600
60356,Kosdeniya,Kurunegala,7.572400,80.139700
60400,Wariyapola,Kurunegala,7.617700,80.245000
60402,Wellagala,Kurunegala,7.617600,80.281500
60404,Malagane,Kurunegala,7.660800,80.283900
60406,Minuwangete,Kurunegala,7.716700,80.250000
60408,Mirihanagama,Kurunegala,7.653200,80.265100
60410,Kobeigane,Kurunegala,7.656900,80.130700
60414,Hengamuwa,Kurunegala,7.700000,80.100000
60416,Alahengama,Kurunegala,7.678400,80.115400
60422,Kanattewewa,Kurunegala,7.616700,80.200000
60424,Bandara Koswatta,Kurunegala,7.609500,80.172100
60426,Tuttiripitigama,Kurunegala,7.602300,80.144200
60430,Hettipola,Kurunegala,7.603300,80.075200
60434,Mandapola,Kurunegala,7.633800,80.106100
60436,Sunandapura,Kurunegala,7.637700,80.063700
60437,Boraluwewa,Kurunegala,7.683300,80.050000
60438,Kuratihena,Kurunegala,7.630400,80.023500
60439,Pihimbiya Ratmale,Kurunegala,7.637700,80.063700
60441,Halmillawewa,Kurunegala,7.596300,80.003400
60450,Bingiriya,Kurunegala,7.600400,79.934500
60453,Tisogama,Kurunegala,7.604900,79.944300
60454,Weerapokuna,Kurunegala,7.647600,79.990400
60456,Wellarawa,Kurunegala,7.566600,79.908000
60458,Hiruwalpola,Kurunegala,7.604900,79.944300
60461,Padeniya,Kurunegala,7.655600,80.222300
60462,Awulegama,Kurunegala,7.655600,80.222300
60464,Welawa Juncton,Kurunegala,7.655600,80.222300
60465,Wannigama,Kurunegala,7.655600,80.222300
60470,Nikaweratiya,Kurunegala,7.750300,80.115900
60472,Divullegoda,Kurunegala,7.750000,80.200000
60474,Hulogedara,Kurunegala,7.783300,80.183300
60476,Thimbiriyawa,Kurunegala,7.766700,80.133300
60477,Hulugalla,Kurunegala,7.782500,80.137800
60478,Sirisetagama,Kurunegala,7.777700,80.150600
60479,Mahagirilla,Kurunegala,7.833300,80.133300
60482,Nabadewa,Kurunegala,7.683300,80.066700
60483,Kotawehera,Kurunegala,7.791100,80.102300
60484,Meewellawa,Kurunegala,7.850000,80.150000
60485,Digannewa,Kurunegala,7.881100,80.109200
60486,Hilogama,Kurunegala,7.750000,80.083300
60490,Wannirasnayakapura,Kurunegala,7.685100,80.154100
60492,Kadigawa,Kurunegala,7.715000,79.989600
60495,Monnekulama,Kurunegala,7.833300,80.066700
60499,Torayaya,Kurunegala,7.506900,80.406100
60500,lbbagamuwa,Kurunegala,7.597900,80.457000
60502,Kirindigalla,Kurunegala,7.561700,80.480700
60506,Kumbukwewa,Kurunegala,7.634200,80.433300
60508,Kumbukgeta,Kurunegala,7.597900,80.457000
60512,Maeliya,Kurunegala,7.741100,80.416900
60514,Makulpotha,Kurunegala,7.742200,80.446700
60516,Mahamukalanyaya,Kurunegala,7.741700,80.431800
60518,Periyakadneluwa,Kurunegala,7.741700,80.431800
60522,Gokaralla,Kurunegala,7.653900,80.436700
60530,Dodangaslanda,Kurunegala,7.572900,80.537700
60532,Maduragoda,Kurunegala,7.572900,80.537700
60540,Melsiripura,Kurunegala,7.644200,80.509500
60544,Diddeniya,Kurunegala,7.672900,80.479300
60546,Hiriyala Lenawa,Kurunegala,7.666800,80.479600
60548,Kimbulwanaoya,Kurunegala,7.666800,80.479600
60549,Nelliya,Kurunegala,7.683300,80.450000
60552,Madahapola,Kurunegala,7.706100,80.496400
60554,Pansiyagama,Kurunegala,7.706100,80.496400
60558,Panliyadda,Kurunegala,7.706100,80.496400
60570,Wellawa,Kurunegala,7.555600,80.372800
60572,Thalwita,Kurunegala,7.583000,80.366700
60578,Makulwewa,Kurunegala,7.610300,80.360700
60580,Nikadalupotha,Kurunegala,7.609700,80.392500
60582,Hunupola,Kurunegala,7.609700,80.392500
60584,Thambagalla,Kurunegala,7.609700,80.392500
60590,Nagollagama,Kurunegala,7.766700,80.300000
60600,Maho,Kurunegala,7.822800,80.277800
60602,Karambe,Kurunegala,7.783300,80.333300
60604,Balalla,Kurunegala,7.800000,80.250000
60606,Ridibendiella,Kurunegala,7.802000,80.287000
60612,Medivawa,Kurunegala,7.749800,80.376200
60620,Polpitigama,Kurunegala,7.814200,80.404200
60622,Ulpotha Pallekele,Kurunegala,7.807100,80.418800
60624,Thalakolawewa,Kurunegala,7.800000,80.433300
60630,Konwewa,Kurunegala,7.683300,80.416700
60640,Moragollagama,Kurunegala,7.750000,80.300000
60646,Siyambalangamuwa,Kurunegala,7.673400,80.474800
60650,Ambanpola,Kurunegala,7.621400,80.495800
60700,Galgamuwa,Kurunegala,7.996500,80.267500
60704,Palukadawala,Kurunegala,7.947000,80.281100
60706,Ataragalla,Kurunegala,7.971800,80.274300
60712,Gallewa,Kurunegala,7.964500,80.323200
60714,Makulewa,Kurunegala,8.098700,80.342700
60716,Ehetuwewa,Kurunegala,7.933400,80.340000
60718,Embogama,Kurunegala,7.915000,80.362600
60721,Wannikudawewa,Kurunegala,8.010700,80.297900
60722,Wannilhalagama,Kurunegala,8.010700,80.297900
60724,Mahananneriya,Kurunegala,8.010700,80.297900
60731,Mahagalkadawala,Kurunegala,8.061700,80.293600
60732,Usgala Siyabmalangamuwa,Kurunegala,8.086200,80.227100
60734,Tambutta,Kurunegala,8.080600,80.231100
60735,Pahalagiribawa,Kurunegala,8.086200,80.227100
60736,Saliya Asokapura,Kurunegala,8.086200,80.227100
60737,Solepura,Kurunegala,8.086200,80.227100
60738,Solewewa,Kurunegala,8.086200,80.227100
60739,Warawewa,Kurunegala,8.116200,80.156500
60750,Meegalawa,Kurunegala,7.993500,80.381000
60752,Girathalana,Kurunegala,7.993500,80.381000
60754,Kudakatnoruwa,Kurunegala,7.993500,80.381000
61000,Chilaw,Puttalam,7.575800,79.795300
61004,Udappuwa,Puttalam,7.747700,79.787800
61006,Wijeyakatupotha,Puttalam,7.661800,79.791500
61008,Wilpotha,Puttalam,7.661800,79.791500
61012,Adippala,Puttalam,7.578900,79.842800
61014,Mugunuwatawana,Puttalam,7.586100,79.855000
61018,Ilippadeniya,Puttalam,7.571600,79.830700
61022,Karawitagara,Puttalam,7.530300,79.792900
61024,Ambakandawila,Puttalam,7.530300,79.792900
61032,Kumarakattuwa,Puttalam,7.657700,79.898200
61040,Pallama,Puttalam,7.684100,79.918300
61042,Serukele,Puttalam,7.731300,79.916300
61110,Waikkal,Puttalam,7.283300,79.850000
61120,Nainamadama,Puttalam,7.374000,79.884200
61130,Dankotuwa,Puttalam,7.296400,79.871500
61136,Bujjampola,Puttalam,7.329900,79.927200
61138,Lihiriyagama,Puttalam,7.346100,79.928600
61144,Yogiyana,Puttalam,7.291500,79.921200
61150,Lunuwila,Puttalam,7.346200,79.863400
61154,Ihala Kottaramulla,Puttalam,7.382000,79.874900
61158,Koswatta,Puttalam,7.369200,79.893000
61162,Pothuwatawana,Puttalam,7.492100,79.910900
61170,Wennappuwa,Puttalam,7.345400,79.838600
61180,Katuneriya,Puttalam,7.368500,79.831400
61190,Nattandiya,Puttalam,7.412300,79.862400
61192,Dunkannawa,Puttalam,7.426500,79.898500
61195,Muttibendiwila,Puttalam,7.454100,79.880600
61198,Watugahamulla,Puttalam,7.466200,79.910100
61210,Marawila,Puttalam,7.410600,79.828000
61220,Mahawewa,Puttalam,7.513900,79.920700
61224,Toduwawa,Puttalam,7.492500,79.806100
61226,Kudawewa,Puttalam,7.885700,80.031200
61230,Madampe,Puttalam,7.497900,79.838100
61233,Galmuruwa,Puttalam,7.500000,79.883300
61234,Panirendawa,Puttalam,7.557500,79.884600
61236,Kakkapalliya,Puttalam,7.530600,79.818900
61238,Bangadeniya,Puttalam,7.627000,79.819500
61242,Rajakadaluwa,Puttalam,7.651900,79.833900
61244,Nalladarankattuwa,Puttalam,7.694600,79.836300
61246,Battuluoya,Puttalam,7.673300,79.835100
61250,Mundel,Puttalam,7.808700,79.824600
61252,Kottantivu,Puttalam,7.851300,79.789900
61262,Baranankattuwa,Puttalam,7.793100,79.860100
61264,Angunawila,Puttalam,7.775300,79.858100
61266,Mangalaeliya,Puttalam,7.850100,79.815600
61270,Madurankuliya,Puttalam,7.870100,79.822900
61272,Mahakumbukkadawala,Puttalam,7.839300,79.892400
61274,Mukkutoduwawa,Puttalam,7.901000,79.753400
61280,Palaviya,Puttalam,7.676700,79.849700
61300,Puttalam,Puttalam,8.036200,79.828300
61302,Ismailpuram,Puttalam,8.036200,79.828300
61306,Vanathawilluwa,Puttalam,8.036200,79.828300
61307,Karativponparappi,Puttalam,8.036200,79.828300
61308,Eluwankulama,Puttalam,8.036200,79.828300
61312,Sirambiadiya,Puttalam,8.112000,80.005900
61314,Karuwalagaswewa,Puttalam,8.063800,79.975700
61316,Ihala Puliyankulama,Puttalam,8.160100,80.036000
61322,Tabbowa,Puttalam,8.099300,79.868400
61324,Saliyawewa Junction,Puttalam,8.099300,79.868400
61326,Puttalam Cement Factory,Puttalam,8.099300,79.868400
61328,Attawilluwa,Puttalam,8.099300,79.868400
61341,Mampuri,Puttalam,7.999100,79.739100
61342,Norachcholai,Puttalam,7.999100,79.739100
61343,Ettale,Puttalam,7.999100,79.739100
61344,Talawila Church,Puttalam,7.999100,79.739100
61354,Palliwasalturai,Puttalam,8.099300,79.868400
61356,Kurinjanpitiya,Puttalam,8.099300,79.868400
61358,Kandakuliya,Puttalam,8.099300,79.868400
61360,Kalpitiya,Puttalam,8.237200,79.762800
61362,Kirimundalama,Puttalam,8.237200,79.762800
61500,Anamaduwa,Puttalam,7.878600,80.008000
61502,Uridyawa,Puttalam,7.822600,79.971500
61504,Siyambalagashene,Puttalam,7.822600,79.971500
61506,Mudalakkuliya,Puttalam,7.812400,79.960000
61508,Andigama,Puttalam,7.776800,79.946500
61512,Mahauswewa,Puttalam,7.953600,80.057300
61514,Inginimitiya,Puttalam,7.946800,80.127700
61516,Kuruketiyawa,Puttalam,8.024600,80.051300
61532,Kottukachchiya,Puttalam,7.952400,79.928000
61534,Kalladiya,Puttalam,7.952400,79.928000
70000,Ratnapura,Ratnapura,6.682800,80.399200
70001,Malwala Junction,Ratnapura,6.707000,80.433600
70002,Gillimale,Ratnapura,6.729200,80.439000
70004,Sri Palabaddala,Ratnapura,6.783800,80.446200
70005,Kudawa,Ratnapura,6.743200,80.477200
70012,Hidellana,Ratnapura,6.716100,80.379500
70016,Kahangama,Ratnapura,6.698300,80.368800
70017,Dodampe,Ratnapura,6.727200,80.325500
70018,Karangoda,Ratnapura,6.682100,80.367400
70019,Dambuluwana,Ratnapura,6.710500,80.332400
70021,Medagalatur,Ratnapura,6.640500,80.286700
70024,Ayagama,Ratnapura,6.635800,80.308300
70026,Gawaragiriya,Ratnapura,6.645300,80.265200
70032,Elapatha,Ratnapura,6.654600,80.371200
70034,Udaniriella,Ratnapura,6.654600,80.371200
70036,Ratna Hangamuwa,Ratnapura,6.654600,80.371200
70038,Niralagama,Ratnapura,6.654600,80.371200
70041,Marapana,Ratnapura,6.644400,80.444600
70042,Dela,Ratnapura,6.619500,80.450200
70044,Udakarawita,Ratnapura,6.581000,80.453400
70045,Pebotuwa,Ratnapura,6.543400,80.452800
70046,Delwala,Ratnapura,6.516900,80.465800
70056,Lellopitiya,Ratnapura,6.662700,80.484700
70062,Gallella,Ratnapura,6.855000,80.355400
70066,Wewelwatta,Ratnapura,6.855000,80.355400
70070,Pelmadulla,Ratnapura,6.622200,80.541000
70080,Opanayaka,Ratnapura,6.608100,80.618100
70082,Akarella,Ratnapura,6.577300,80.668600
70100,Balangoda,Ratnapura,6.646600,80.700700
70101,Talakolahinna,Ratnapura,6.611200,80.714200
70104,Weligepola,Ratnapura,6.568300,80.715000
70105,Hatangala,Ratnapura,6.536600,80.745500
70106,Handagiriya,Ratnapura,6.523900,80.808500
70108,Hatarabage,Ratnapura,6.655200,80.757100
70112,Mahawalatenna,Ratnapura,6.588100,80.746000
70114,Wikiliya,Ratnapura,6.619200,80.741500
70116,Rajawaka,Ratnapura,6.600300,80.797600
70117,Mulgama,Ratnapura,6.642700,80.815500
70118,Tanjantenna,Ratnapura,6.632800,80.854800
70122,Kaltota,Ratnapura,6.682100,80.675700
70124,Welipathayaya,Ratnapura,6.682100,80.675700
70127,Meddekanda,Ratnapura,6.676300,80.662500
70129,Morahela,Ratnapura,6.687800,80.689000
70130,Pinnawala,Ratnapura,6.708700,80.678900
70131,Bolthumbe,Ratnapura,6.710000,80.639800
70133,Pambagolla,Ratnapura,6.728200,80.692100
70134,lmbulpe,Ratnapura,6.710000,80.639800
70135,Rassagala,Ratnapura,6.692200,80.638500
70136,Gurubewilagama,Ratnapura,6.691100,80.576000
70138,Waleboda,Ratnapura,6.729800,80.613500
70140,Belihuloya,Ratnapura,6.718100,80.767100
70142,Samanalawewa,Ratnapura,6.718100,80.767100
70144,Ihalagama,Ratnapura,6.718100,80.767100
70145,Halpe,Ratnapura,6.718100,80.767100
70150,Kahawatta,Ratnapura,6.582500,80.575500
70152,Panapitiya,Ratnapura,6.526000,80.558100
70154,Udaha Hawupe,Ratnapura,6.539300,80.548400
70156,Gabbela,Ratnapura,6.516800,80.545100
70158,Madalagama,Ratnapura,6.531700,80.515000
70160,Godakawela,Ratnapura,6.506300,80.643400
70162,Ranwala,Ratnapura,6.902200,80.426700
70164,Hapugastenna,Ratnapura,7.088100,80.171300
70165,NawinnaPinnakanda,Ratnapura,6.832200,80.413800
70170,Pallebedda,Ratnapura,6.454400,80.738800
70171,Halwinna,Ratnapura,6.443000,80.717500
70180,Kolambageara,Ratnapura,6.636000,80.664500
70190,Udawalawe,Ratnapura,6.636000,80.664500
70195,Gangeyaya,Ratnapura,6.636000,80.664500
70200,Embilipitiya,Ratnapura,6.343900,80.848900
70205,Tunkama,Ratnapura,6.290000,80.894300
70212,Mulendiyawala,Ratnapura,6.294500,80.762500
70215,Omalpe,Ratnapura,6.329200,80.691800
70218,Panamura,Ratnapura,6.311800,80.727100
70230,Padalangala,Ratnapura,6.267500,80.902200
70250,Sewanagala,Moneragala,6.342400,80.784700
70252,Kiriibbanwewa,Moneragala,6.342400,80.784700
70254,Ekamutugama,Moneragala,6.342400,80.784700
70256,Mahagama Colony,Moneragala,6.342400,80.784700
70294,Atakalanpanna,Ratnapura,6.529300,80.608500
70296,Hiramadagama,Ratnapura,6.529300,80.608500
70298,Makandura Sabara,Ratnapura,6.529300,80.608500
70300,Rakwana,Ratnapura,6.472500,80.610600
70332,Demuwatha,Ratnapura,6.418800,80.638700
70338,Pothupitiya,Ratnapura,6.418800,80.638700
70342,Ittakanda,Ratnapura,6.400300,80.628800
70344,Bomluwageaina,Ratnapura,6.400300,80.628800
70345,Ullinduwawa,Ratnapura,6.364900,80.608900
70346,Bulutota,Ratnapura,6.435700,80.648800
70348,Vijeriya,Ratnapura,6.400300,80.628800
70350,Kolonna,Ratnapura,6.402100,80.686500
70352,Kella Junction,Ratnapura,6.402100,80.686500
70400,Nivitigala,Ratnapura,6.609400,80.418600
70403,Kolombugama,Ratnapura,6.568100,80.494700
70404,Doloswalakanda,Ratnapura,6.557300,80.467000
70408,Watapotha,Ratnapura,6.590500,80.503300
70450,Kalawana,Ratnapura,6.539100,80.403900
70455,Daugala,Ratnapura,6.495200,80.423200
70456,Waturawa,Ratnapura,6.489000,80.427600
70459,Veddagala,Ratnapura,6.457400,80.438100
70461,Panapola,Ratnapura,6.432900,80.455000
70469,Nawalakanda,Ratnapura,6.512400,80.331500
70472,Pimbura,Ratnapura,6.572800,80.169000
70480,Kiriella,Ratnapura,6.744600,80.266200
70482,Matuwagalagama,Ratnapura,6.774500,80.234400
70488,Karandana,Ratnapura,6.804500,80.202700
70492,Ellagawa,Ratnapura,6.735900,80.218800
70494,Minipura Dumbara,Ratnapura,6.735900,80.218800
70495,Dumbara Manana,Ratnapura,6.735900,80.218800
70500,Kuruwita,Ratnapura,6.776500,80.362100
70502,Sudagala,Ratnapura,6.792800,80.391300
70504,Batatota,Ratnapura,6.826700,80.367300
70506,Eratna,Ratnapura,6.798700,80.373600
70512,Teppanawa,Ratnapura,6.780400,80.316400
70550,Parakaduwa,Ratnapura,6.827100,80.312600
70552,Ellaulla,Ratnapura,6.855900,80.312300
70556,Godagampola,Ratnapura,6.884800,80.311900
70600,Eheliyagoda,Ratnapura,6.850200,80.262400
70602,Erepola,Ratnapura,6.812600,80.242700
70604,Mitipola,Ratnapura,6.827900,80.225100
70606,Ellawala,Ratnapura,6.809200,80.269900
70612,Panawala,Ratnapura,6.886700,80.271600
70620,Getahetta,Ratnapura,6.905200,80.219300
71000,Kegalle,Kegalle,7.252300,80.343600
71009,Deldeniya,Kegalle,7.286300,80.362600
71014,Hiriwadunna,Kegalle,7.287000,80.378300
71016,Molagoda,Kegalle,7.257800,80.381900
71022,Deewala Pallegama,Kegalle,7.239300,80.285700
71029,Yattogoda,Kegalle,7.239300,80.285700
71034,Damunupola,Kegalle,7.181300,80.333900
71035,Watura,Kegalle,7.184500,80.379400
71037,Debathgama,Kegalle,7.180700,80.425100
71039,Pothukoladeniya,Kegalle,7.182200,80.379500
71041,Aruggammana,Kegalle,7.130500,80.299100
71044,Beligala(Sab),Kegalle,7.218900,80.301700
71046,Helamada,Kegalle,7.307300,80.304300
71050,Dewalegama,Kegalle,7.280100,80.318600
71055,Imbulgasdeniya,Kegalle,7.310100,80.316100
71060,Nelundeniya,Kegalle,7.226700,80.272800
71062,Tuntota,Kegalle,7.494400,79.909400
71063,Mahapallegama,Kegalle,7.360500,80.091100
71100,Rambukkana,Kegalle,7.316400,80.390600
71105,Parape,Kegalle,7.366700,80.416700
71106,Thotawella,Kegalle,7.356300,80.398300
71108,Hewadiwela,Kegalle,7.385800,80.387800
71113,Udagaldeniya,Kegalle,7.351100,80.351100
71115,Dombemada,Kegalle,7.379800,80.346900
71116,Yatagama,Kegalle,7.322400,80.355200
71130,Pattampitiya,Kegalle,7.312400,80.433900
71200,Undugoda,Kegalle,7.145600,80.363300
71202,Kabagamuwa,Kegalle,7.133500,80.338900
71204,Alawatura,Kegalle,7.125900,80.324600
71208,Bossella,Kegalle,7.147100,80.399200
71210,Hettimulla,Kegalle,7.209400,80.358000
71211,Maharangalla,Kegalle,7.209400,80.358000
71220,Morontota,Kegalle,7.173000,80.361200
71222,Gantuna,Kegalle,7.173000,80.361200
71230,Bulathkohupitiya,Kegalle,7.103200,80.334400
71232,Ampagala,Kegalle,7.067300,80.295500
71234,Wegalla,Kegalle,7.096700,80.304100
71236,Udapotha,Kegalle,7.082100,80.375900
71237,Dedugala,Kegalle,7.099100,80.401600
71300,Ruwanwella,Kegalle,7.042700,80.251700
71303,Wahakula,Kegalle,7.059300,80.208400
71304,Waharaka,Kegalle,7.096000,80.187800
71312,Galpatha(Sab),Kegalle,7.049400,80.232400
71313,Imbulana,Kegalle,7.063200,80.254400
71315,Lewangama,Kegalle,7.049400,80.232400
71318,Gonagala,Kegalle,7.035600,80.210400
71320,Amitirigala,Kegalle,7.027300,80.183600
71321,Batuwita,Kegalle,7.053700,80.170100
71325,Malmaduwa,Kegalle,7.136400,80.273800
71326,Yatapana,Kegalle,7.136900,80.306800
71350,Galigamuwa Town,Kegalle,7.203200,80.295600
71352,Hakahinna,Kegalle,7.203200,80.295600
